Daytime_evening_attendance;Previous_qualification_grade;Admission_grade;Displaced;Educational_special_needs;Debtor;Tuition_fees_up_to_date;Gender;Scholarship_holder;International;Curricular_units_1st_sem_grade;Curricular_units_2nd_sem_grade;Unemployment_rate;Inflation_rate;GDP;Status;Marital_status_grouped;Application_mode_grouped;Course_grouped;Previous_qualification_grouped;Nationality_grouped;Mothers_qualification_grouped;Fathers_qualification_grouped;Mothers_occupation_grouped;Fathers_occupation_grouped;Application_order_grouped;Age_at_enrollment_grouped;Curricular_units_1st_sem_credited_grouped;Curricular_units_1st_sem_enrolled_grouped;Curricular_units_1st_sem_evaluations_grouped;Curricular_units_1st_sem_approved_grouped;Curricular_units_1st_sem_without_evaluations_grouped;Curricular_units_2nd_sem_credited_grouped;Curricular_units_2nd_sem_enrolled_grouped;Curricular_units_2nd_sem_evaluations_grouped;Curricular_units_2nd_sem_approved_grouped;Curricular_units_2nd_sem_without_evaluations_grouped
1;133.1;106.6;0;0;1;1;0;0;0;11.0;10.166666666666666;8.9;1.4;3.51;Enrolled;single;others;design_and_communication_course;school_edu;portuguese;school_edu_degree;school_edu_degree;inter_tech_or_prof_personnel;skilled_worker;0-1;31+;1+;5-8;6-10;5-8;0;1+;5-8;11+;5-8;0
1;120.0;118.3;0;0;0;1;1;0;0;12.857142857142858;12.4;8.9;1.4;3.51;Enrolled;single;general;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;armed_forces;0-1;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;123.0;118.8;0;0;0;1;1;0;0;11.0;10.0;8.9;1.4;3.51;Enrolled;single;general;design_and_communication_course;school_edu;portuguese;school_edu_degree;higher_edu_degree;professional_or_expert;professional_or_expert;0-1;17-24;1+;9+;6-10;5-8;0;1+;5-8;6-10;0-4;0
1;120.0;116.0;0;0;1;1;1;1;0;17.0;11.0;9.4;-0.8;-3.12;Enrolled;others;others;nature_and_engineering_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;unskilled_worker;0-1;31+;0;5-8;11+;0-4;0;0;5-8;6-10;0-4;0
1;110.0;99.0;0;0;0;1;1;0;0;11.0;11.428571428571429;10.8;1.4;1.74;Enrolled;single;general;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;administration_or_office;administration_or_office;0-1;17-24;0;5-8;0-5;5-8;0;0;5-8;11+;0-4;0
1;129.0;132.5;1;0;0;1;1;0;0;0.0;10.0;10.8;1.4;1.74;Enrolled;single;general;design_and_communication_course;school_edu;portuguese;higher_edu_degree;school_edu_degree;professional_or_expert;skilled_worker;3+;17-24;0;5-8;6-10;0-4;0;0;5-8;11+;0-4;0
1;140.0;133.4;0;0;0;1;1;0;0;11.25;10.428571428571429;10.8;1.4;1.74;Enrolled;single;general;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;administration_or_office;inter_tech_or_prof_personnel;0-1;17-24;0;5-8;6-10;0-4;0;0;5-8;6-10;0-4;0
1;138.0;123.0;0;0;1;0;1;0;0;12.4;13.0;13.9;-0.3;0.79;Enrolled;single;general;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;administration_or_office;machine_opt_and_installer;0-1;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;0-4;0
1;160.0;153.7;0;0;0;1;1;0;0;13.0;10.0;9.4;-0.8;-3.12;Enrolled;single;general;nature_and_engineering_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;skilled_worker;0-1;17-24;0;5-8;6-10;0-4;0;0;5-8;6-10;0-4;0
0;123.0;127.6;1;0;0;1;1;0;0;11.833333333333334;11.666666666666666;10.8;1.4;1.74;Enrolled;single;general;social_services_course;school_edu;portuguese;higher_edu_degree;school_edu_degree;professional_or_expert;unskilled_worker;0-1;25-30;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;130.0;130.0;0;0;0;1;1;0;0;13.0;12.6;12.4;0.5;1.79;Enrolled;single;others;nature_and_engineering_course;vocational_professional;portuguese;higher_edu_degree;school_edu_degree;inter_tech_or_prof_personnel;administration_or_office;0-1;17-24;0;5-8;11+;0-4;0;0;5-8;6-10;0-4;0
1;143.0;135.0;1;0;0;1;0;0;0;11.0;12.0;7.6;2.6;0.32;Enrolled;single;general;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;unskilled_worker;0-1;17-24;0;5-8;6-10;0-4;0;0;5-8;6-10;5-8;0
0;122.0;113.6;0;0;0;1;1;0;0;11.5;12.0;7.6;2.6;0.32;Enrolled;single;general;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;inter_tech_or_prof_personnel;0-1;25-30;0;5-8;11+;0-4;0;0;5-8;6-10;0-4;0
1;145.0;132.3;1;0;0;1;0;1;0;14.06;14.06;10.8;1.4;1.74;Enrolled;single;general;health_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;unskilled_worker;3+;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;137.0;124.4;0;0;0;1;0;0;0;11.25;11.714285714285714;10.8;1.4;1.74;Enrolled;married;general;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;unskilled_worker;0-1;17-24;0;5-8;6-10;0-4;0;0;5-8;6-10;0-4;0
1;127.0;122.8;1;0;0;1;0;0;0;14.5;11.333333333333334;12.7;3.7;-1.7;Enrolled;single;general;health_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;unskilled_worker;0-1;17-24;0;5-8;6-10;0-4;1+;0;5-8;6-10;0-4;0
1;109.0;108.3;0;0;0;1;0;1;0;10.5;12.4;10.8;1.4;1.74;Enrolled;single;others;social_services_course;school_edu;portuguese;school_edu_degree;school_edu_degree;services_or_seller;services_or_seller;0-1;17-24;0;5-8;11+;0-4;0;0;5-8;6-10;5-8;0
1;129.0;118.9;1;0;0;1;0;0;0;12.8;14.5;10.8;1.4;1.74;Enrolled;single;general;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;inter_tech_or_prof_personnel;skilled_worker;2-3;17-24;0;5-8;6-10;0-4;0;0;5-8;6-10;0-4;0
1;131.0;126.1;0;0;0;1;0;0;0;0.0;13.25;16.2;0.3;-0.92;Enrolled;single;others;business_and_management_course;school_edu;portuguese;higher_edu_degree;school_edu_degree;professional_or_expert;unskilled_worker;0-1;17-24;0;5-8;0-5;0-4;0;0;5-8;6-10;0-4;1+
1;126.0;125.7;0;0;0;1;0;0;0;13.571428571428571;13.6;15.5;2.8;-4.06;Enrolled;single;general;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;skilled_worker;skilled_worker;0-1;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
0;134.0;113.7;0;0;0;1;0;0;0;10.2;11.25;9.4;-0.8;-3.12;Enrolled;married;others;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;unskilled_worker;0-1;31+;1+;5-8;0-5;5-8;0;0;5-8;6-10;0-4;0
1;134.0;121.1;1;0;0;1;0;0;0;12.2;11.8;10.8;1.4;1.74;Enrolled;single;others;others;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;unskilled_worker;2-3;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;135.0;140.3;1;0;0;1;0;0;0;13.428571428571429;14.0;12.4;0.5;1.79;Enrolled;single;others;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;administration_or_office;administration_or_office;0-1;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;0-4;0
1;139.0;133.4;0;0;0;1;0;0;0;11.0;0.0;9.4;-0.8;-3.12;Enrolled;single;general;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;skilled_worker;services_or_seller;0-1;17-24;0;5-8;6-10;0-4;1+;0;5-8;6-10;0-4;0
1;136.0;125.7;1;0;0;1;0;0;0;13.548333333333334;14.775;11.1;0.6;2.02;Enrolled;single;general;health_course;school_edu;portuguese;higher_edu_degree;school_edu_degree;professional_or_expert;unskilled_worker;3+;17-24;0;5-8;6-10;5-8;0;0;5-8;11+;5-8;0
1;143.0;144.8;0;0;0;1;0;0;0;12.166666666666666;12.5;16.2;0.3;-0.92;Enrolled;single;general;design_and_communication_course;school_edu;portuguese;higher_edu_degree;higher_edu_degree;professional_or_expert;services_or_seller;0-1;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;100.0;101.8;1;0;0;1;0;0;0;10.8;11.0;10.8;1.4;1.74;Enrolled;single;general;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;services_or_seller;services_or_seller;0-1;17-24;0;5-8;0-5;5-8;0;0;5-8;11+;0-4;0
0;120.0;122.5;1;0;0;1;0;0;0;10.5;10.333333333333334;9.4;-0.8;-3.12;Enrolled;single;others;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;machine_opt_and_installer;0-1;25-30;1+;9+;11+;5-8;0;1+;9+;11+;9+;0
1;133.0;119.0;0;0;0;1;0;0;0;11.15;12.814285714285717;12.7;3.7;-1.7;Enrolled;single;general;health_course;school_edu;portuguese;school_edu_degree;school_edu_degree;administration_or_office;unskilled_worker;0-1;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;120.0;115.1;0;0;0;1;0;0;0;11.666666666666666;13.625;10.8;1.4;1.74;Enrolled;single;general;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;administration_or_office;machine_opt_and_installer;0-1;17-24;0;5-8;6-10;0-4;0;0;5-8;11+;5-8;0
0;130.0;151.6;0;0;0;1;0;0;0;12.285714285714286;12.125;16.2;0.3;-0.92;Enrolled;single;others;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;unskilled_worker;0-1;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;133.1;121.4;0;0;1;1;0;0;0;13.375;13.5;13.9;-0.3;0.79;Enrolled;single;others;health_course;school_edu;portuguese;school_edu_degree;school_edu_degree;services_or_seller;skilled_worker;0-1;25-30;0;5-8;11+;0-4;0;0;5-8;6-10;5-8;0
1;130.0;103.7;0;0;0;1;0;0;0;13.126;13.126;10.8;1.4;1.74;Enrolled;others;others;health_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;unskilled_worker;0-1;31+;1+;5-8;11+;5-8;1+;1+;5-8;11+;5-8;1+
1;160.0;146.0;1;0;0;1;0;0;0;10.333333333333334;11.8;9.4;-0.8;-3.12;Enrolled;single;general;others;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;unskilled_worker;0-1;17-24;0;5-8;11+;0-4;0;0;5-8;6-10;5-8;0
1;124.0;128.6;1;0;0;1;0;0;0;12.0;11.5;7.6;2.6;0.32;Enrolled;single;general;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;inter_tech_or_prof_personnel;armed_forces;0-1;17-24;0;5-8;0-5;0-4;0;0;0-4;0-5;0-4;0
0;140.0;124.6;0;0;0;1;0;0;0;11.4;10.25;15.5;2.8;-4.06;Enrolled;single;general;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;unskilled_worker;0-1;25-30;0;5-8;11+;5-8;0;0;5-8;6-10;0-4;0
1;135.0;124.0;1;0;0;1;0;1;0;12.771428571428572;12.771428571428572;9.4;-0.8;-3.12;Enrolled;single;general;health_course;school_edu;portuguese;school_edu_degree;school_edu_degree;skilled_worker;skilled_worker;3+;17-24;0;5-8;6-10;5-8;1+;0;5-8;6-10;5-8;1+
1;160.0;124.0;0;0;1;1;1;0;0;11.0;10.0;10.8;1.4;1.74;Enrolled;single;others;social_services_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;inter_tech_or_prof_personnel;0-1;25-30;1+;5-8;11+;5-8;0;0;5-8;11+;0-4;0
1;160.0;140.0;0;0;0;1;1;0;0;0.0;0.0;11.1;0.6;2.02;Enrolled;single;others;nature_and_engineering_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;unskilled_worker;0-1;25-30;0;5-8;6-10;0-4;0;0;5-8;6-10;0-4;0
1;130.0;119.5;1;0;0;1;1;1;0;11.25;12.25;12.4;0.5;1.79;Enrolled;single;general;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;skilled_worker;0-1;17-24;0;5-8;6-10;0-4;0;0;5-8;6-10;0-4;0
1;140.0;140.0;0;0;0;1;1;0;0;12.4;15.0;13.9;-0.3;0.79;Enrolled;single;others;nature_and_engineering_course;vocational_professional;portuguese;school_edu_degree;school_edu_degree;administration_or_office;skilled_worker;0-1;17-24;1+;5-8;11+;5-8;0;1+;5-8;11+;0-4;0
1;121.0;121.0;1;0;0;1;1;0;0;13.0;11.25;9.4;-0.8;-3.12;Enrolled;single;others;design_and_communication_course;school_edu;portuguese;school_edu_degree;school_edu_degree;administration_or_office;services_or_seller;0-1;17-24;0;5-8;11+;0-4;0;0;5-8;6-10;0-4;0
1;117.0;113.2;0;0;0;1;1;0;0;10.0;10.333333333333334;9.4;-0.8;-3.12;Enrolled;single;others;business_and_management_course;school_edu;portuguese;higher_edu_degree;higher_edu_degree;administration_or_office;administration_or_office;3+;17-24;0;5-8;11+;0-4;0;0;5-8;6-10;0-4;0
0;150.0;146.0;0;0;0;1;1;0;0;14.2;14.6;12.7;3.7;-1.7;Enrolled;married;others;business_and_management_course;school_edu;portuguese;school_edu_degree;higher_edu_degree;administration_or_office;professional_or_expert;0-1;31+;0;5-8;0-5;5-8;0;0;5-8;0-5;5-8;0
1;118.0;115.7;0;0;0;1;1;0;0;12.7;13.475;13.9;-0.3;0.79;Enrolled;single;general;health_course;school_edu;portuguese;school_edu_degree;school_edu_degree;administration_or_office;armed_forces;0-1;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;120.0;128.2;1;0;0;1;1;0;0;13.333333333333334;13.11111111111111;16.2;0.3;-0.92;Enrolled;single;others;nature_and_engineering_course;vocational_professional;portuguese;higher_edu_degree;school_edu_degree;professional_or_expert;skilled_worker;0-1;17-24;1+;9+;11+;5-8;0;1+;9+;11+;9+;0
0;100.0;140.0;0;0;0;1;1;0;0;12.25;12.75;15.5;2.8;-4.06;Enrolled;single;others;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;administration_or_office;0-1;31+;0;5-8;6-10;0-4;0;0;5-8;6-10;0-4;0
1;120.0;122.5;0;0;0;0;1;0;0;13.6;13.666666666666666;11.1;0.6;2.02;Enrolled;single;general;health_course;school_edu;portuguese;school_edu_degree;school_edu_degree;administration_or_office;machine_opt_and_installer;0-1;17-24;0;5-8;11+;5-8;0;0;5-8;11+;5-8;0
0;133.1;121.5;0;0;0;1;1;0;0;10.5;11.333333333333334;7.6;2.6;0.32;Enrolled;single;others;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;unskilled_worker;0-1;31+;0;5-8;11+;0-4;0;0;5-8;6-10;0-4;1+
1;135.0;135.4;1;0;0;1;1;0;0;12.565;12.16;11.1;0.6;2.02;Enrolled;single;general;health_course;school_edu;portuguese;school_edu_degree;school_edu_degree;others;unskilled_worker;0-1;17-24;0;5-8;6-10;5-8;0;0;5-8;11+;5-8;0
1;123.0;122.0;0;0;1;1;1;0;0;13.166666666666666;13.2;8.9;1.4;3.51;Enrolled;single;general;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;inter_tech_or_prof_personnel;inter_tech_or_prof_personnel;0-1;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;133.1;119.3;1;0;0;1;1;0;0;11.166666666666666;11.8;9.4;-0.8;-3.12;Enrolled;single;others;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;services_or_seller;skilled_worker;0-1;25-30;0;5-8;6-10;5-8;0;0;5-8;11+;0-4;0
1;140.0;125.0;1;0;0;1;1;0;0;12.666666666666666;12.142857142857142;9.4;-0.8;-3.12;Enrolled;single;general;design_and_communication_course;school_edu;portuguese;higher_edu_degree;school_edu_degree;professional_or_expert;armed_forces;3+;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;133.1;100.0;0;0;0;1;1;0;0;13.06;0.0;16.2;0.3;-0.92;Enrolled;married;others;health_course;school_edu;portuguese;school_edu_degree;school_edu_degree;administration_or_office;administration_or_office;0-1;31+;0;5-8;6-10;5-8;0;0;5-8;6-10;0-4;0
1;140.0;125.7;1;0;0;1;1;0;0;0.0;0.0;9.4;-0.8;-3.12;Enrolled;single;general;nature_and_engineering_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;unskilled_worker;2-3;17-24;0;5-8;0-5;0-4;0;0;5-8;0-5;0-4;0
1;120.0;115.5;1;0;1;0;1;0;0;12.5;10.5;8.9;1.4;3.51;Enrolled;single;general;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;unskilled_worker;3+;17-24;0;5-8;6-10;0-4;0;0;5-8;6-10;5-8;0
1;124.0;116.7;1;0;0;1;1;0;0;0.0;0.0;7.6;2.6;0.32;Enrolled;single;general;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;services_or_seller;inter_tech_or_prof_personnel;2-3;17-24;0;5-8;6-10;0-4;0;0;5-8;6-10;0-4;0
1;132.0;125.5;1;0;0;1;1;0;0;13.154285714285717;13.154285714285717;10.8;1.4;1.74;Enrolled;single;general;health_course;school_edu;portuguese;higher_edu_degree;school_edu_degree;professional_or_expert;skilled_worker;2-3;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;130.0;117.6;0;0;0;1;1;0;0;11.5;11.4;9.4;-0.8;-3.12;Enrolled;single;general;nature_and_engineering_course;school_edu;portuguese;higher_edu_degree;higher_edu_degree;unskilled_worker;professional_or_expert;0-1;17-24;0;5-8;11+;0-4;1+;0;5-8;6-10;5-8;1+
1;150.0;150.0;0;0;0;1;1;0;0;13.333333333333334;12.75;15.5;2.8;-4.06;Enrolled;single;others;nature_and_engineering_course;vocational_professional;portuguese;school_edu_degree;school_edu_degree;professional_or_expert;professional_or_expert;0-1;17-24;0;5-8;11+;0-4;0;0;5-8;11+;0-4;0
1;135.0;121.7;1;0;0;1;1;0;0;11.8;12.0;8.9;1.4;3.51;Enrolled;single;general;nature_and_engineering_course;school_edu;portuguese;school_edu_degree;school_edu_degree;administration_or_office;unskilled_worker;2-3;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;0-4;0
1;144.0;121.6;0;0;0;1;1;0;0;0.0;0.0;13.9;-0.3;0.79;Enrolled;single;others;design_and_communication_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;administration_or_office;0-1;17-24;0;0-4;0-5;0-4;0;0;0-4;0-5;0-4;0
1;133.1;117.0;0;0;1;1;1;0;0;0.0;0.0;15.5;2.8;-4.06;Enrolled;single;general;design_and_communication_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;unskilled_worker;0-1;17-24;0;0-4;0-5;0-4;0;0;0-4;0-5;0-4;0
1;130.0;130.0;1;0;0;1;1;0;0;12.5;11.6;12.4;0.5;1.79;Enrolled;single;others;nature_and_engineering_course;vocational_professional;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;services_or_seller;0-1;17-24;0;5-8;6-10;0-4;0;0;5-8;6-10;0-4;0
1;133.1;100.0;0;0;1;1;1;0;1;13.142857142857142;11.833333333333334;8.9;1.4;3.51;Enrolled;single;others;nature_and_engineering_course;school_edu;others;higher_edu_degree;higher_edu_degree;professional_or_expert;professional_or_expert;0-1;17-24;1+;5-8;6-10;5-8;0;1+;5-8;6-10;5-8;0
1;148.0;129.8;0;0;0;0;1;1;0;15.0;14.2;8.9;1.4;3.51;Enrolled;single;general;nature_and_engineering_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;machine_opt_and_installer;0-1;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;135.0;121.0;0;0;0;1;0;0;0;10.0;13.0;9.4;-0.8;-3.12;Enrolled;single;general;social_services_course;school_edu;portuguese;school_edu_degree;school_edu_degree;skilled_worker;services_or_seller;0-1;17-24;0;5-8;11+;0-4;0;0;5-8;11+;0-4;0
1;145.0;131.0;1;0;0;1;0;1;0;12.166666666666666;11.2;7.6;2.6;0.32;Enrolled;single;general;design_and_communication_course;school_edu;portuguese;school_edu_degree;school_edu_degree;administration_or_office;administration_or_office;3+;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;140.0;136.1;1;0;1;1;0;0;0;12.0;12.5;12.4;0.5;1.79;Enrolled;single;others;social_services_course;vocational_professional;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;armed_forces;0-1;17-24;1+;5-8;6-10;0-4;0;1+;5-8;6-10;0-4;0
1;133.1;108.0;0;0;1;0;0;0;0;12.857142857142858;12.666666666666666;8.9;1.4;3.51;Enrolled;others;others;others;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;unskilled_worker;0-1;31+;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;133.1;144.9;1;0;0;1;0;0;0;11.75;12.8;12.4;0.5;1.79;Enrolled;single;others;health_course;school_edu;portuguese;higher_edu_degree;higher_edu_degree;administration_or_office;professional_or_expert;0-1;25-30;0;5-8;11+;0-4;0;0;5-8;11+;0-4;0
1;110.0;110.0;0;0;0;1;0;0;0;11.833333333333334;13.25;16.2;0.3;-0.92;Enrolled;single;others;business_and_management_course;vocational_professional;portuguese;school_edu_degree;higher_edu_degree;skilled_worker;armed_forces;0-1;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;0-4;1+
1;140.0;140.0;1;0;0;1;0;0;0;12.555555555555555;11.8;16.2;0.3;-0.92;Enrolled;single;others;health_course;vocational_professional;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;unskilled_worker;0-1;17-24;1+;5-8;11+;5-8;0;1+;5-8;11+;5-8;0
1;150.0;150.0;0;0;0;1;0;0;0;14.5;11.25;12.7;3.7;-1.7;Enrolled;single;others;health_course;vocational_professional;portuguese;school_edu_degree;school_edu_degree;services_or_seller;services_or_seller;0-1;17-24;0;5-8;6-10;0-4;1+;0;5-8;6-10;0-4;0
1;133.1;140.0;0;0;0;1;1;0;0;12.875;12.142857142857142;16.2;0.3;-0.92;Enrolled;single;others;nature_and_engineering_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;administration_or_office;0-1;31+;0;5-8;6-10;5-8;0;0;5-8;11+;5-8;0
1;133.1;119.8;0;0;0;1;1;0;0;12.0;10.2;11.1;0.6;2.02;Enrolled;others;others;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;unskilled_worker;0-1;25-30;0;5-8;6-10;5-8;0;0;5-8;0-5;5-8;0
1;130.0;130.0;1;0;0;1;1;0;0;13.0;14.0;9.4;-0.8;-3.12;Enrolled;single;others;nature_and_engineering_course;school_edu;portuguese;school_edu_degree;school_edu_degree;professional_or_expert;professional_or_expert;0-1;31+;0;5-8;11+;0-4;1+;0;5-8;6-10;0-4;0
1;119.0;125.0;0;0;0;1;1;0;0;10.8;10.5;10.8;1.4;1.74;Enrolled;single;general;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;administration_or_office;armed_forces;0-1;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;0-4;0
1;131.0;120.2;1;0;0;1;1;0;0;12.833333333333334;11.4;15.5;2.8;-4.06;Enrolled;single;general;design_and_communication_course;school_edu;portuguese;school_edu_degree;school_edu_degree;services_or_seller;services_or_seller;2-3;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;120.0;111.6;0;0;1;1;1;1;0;12.6;12.833333333333334;10.8;1.4;1.74;Enrolled;single;general;business_and_management_course;school_edu;portuguese;others;others;others;others;0-1;17-24;0;5-8;0-5;5-8;0;0;5-8;6-10;0-4;0
1;116.0;124.8;1;0;0;1;1;0;0;14.333333333333334;12.5;7.6;2.6;0.32;Enrolled;single;general;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;services_or_seller;inter_tech_or_prof_personnel;2-3;17-24;0;5-8;6-10;0-4;0;0;5-8;6-10;0-4;0
1;120.0;120.0;0;0;0;1;1;0;0;11.0;0.0;16.2;0.3;-0.92;Enrolled;single;others;nature_and_engineering_course;school_edu;portuguese;school_edu_degree;higher_edu_degree;administration_or_office;professional_or_expert;0-1;17-24;0;5-8;11+;0-4;0;0;5-8;11+;0-4;0
1;130.0;134.0;0;0;0;1;1;1;0;11.833333333333334;14.0;12.7;3.7;-1.7;Enrolled;single;others;nature_and_engineering_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;unskilled_worker;0-1;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;0-4;0
1;133.1;125.0;0;0;0;1;1;0;0;11.333333333333334;11.5;12.7;3.7;-1.7;Enrolled;single;general;business_and_management_course;school_edu;portuguese;higher_edu_degree;school_edu_degree;professional_or_expert;administration_or_office;0-1;17-24;0;5-8;6-10;5-8;0;0;5-8;11+;0-4;0
1;133.1;123.0;0;0;0;1;1;1;0;14.333333333333334;12.428571428571429;9.4;-0.8;-3.12;Enrolled;single;others;nature_and_engineering_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;inter_tech_or_prof_personnel;0-1;25-30;0;5-8;11+;0-4;0;0;5-8;6-10;5-8;0
1;120.0;125.0;0;0;0;1;0;0;0;14.428571428571429;15.6;11.1;0.6;2.02;Enrolled;single;others;health_course;higher_edu;portuguese;higher_edu_degree;higher_edu_degree;administration_or_office;professional_or_expert;0-1;25-30;0;5-8;6-10;5-8;0;0;5-8;11+;0-4;0
1;130.0;130.0;1;0;0;1;0;0;0;11.8;12.0;12.4;0.5;1.79;Enrolled;single;others;health_course;school_edu;portuguese;school_edu_degree;school_edu_degree;administration_or_office;inter_tech_or_prof_personnel;0-1;17-24;0;5-8;11+;5-8;0;0;5-8;11+;0-4;0
1;122.0;112.6;1;0;0;1;0;0;0;13.6;11.6;7.6;2.6;0.32;Enrolled;single;general;others;school_edu;portuguese;higher_edu_degree;higher_edu_degree;professional_or_expert;professional_or_expert;2-3;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;160.0;160.0;1;0;0;1;0;0;0;13.4;13.5;12.4;0.5;1.79;Enrolled;single;others;health_course;vocational_professional;portuguese;school_edu_degree;school_edu_degree;administration_or_office;administration_or_office;0-1;17-24;1+;5-8;11+;0-4;0;1+;5-8;11+;0-4;0
1;126.0;100.0;0;0;0;1;0;0;0;13.0;11.666666666666666;10.8;1.4;1.74;Enrolled;single;others;health_course;school_edu;portuguese;higher_edu_degree;higher_edu_degree;inter_tech_or_prof_personnel;professional_or_expert;0-1;25-30;1+;5-8;6-10;0-4;0;1+;5-8;6-10;0-4;1+
1;106.0;106.4;1;0;0;1;0;1;0;13.34;12.385714285714286;12.4;0.5;1.79;Enrolled;single;general;health_course;school_edu;portuguese;school_edu_degree;school_edu_degree;administration_or_office;administration_or_office;2-3;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;150.0;150.0;0;0;0;1;1;1;0;12.0;11.666666666666666;15.5;2.8;-4.06;Enrolled;single;others;nature_and_engineering_course;vocational_professional;portuguese;school_edu_degree;school_edu_degree;administration_or_office;unskilled_worker;0-1;17-24;0;5-8;11+;0-4;0;0;5-8;11+;0-4;0
